latitude,longitude,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Precipitation_Seasonality,SG_SOC_Content_005cm,SG_Soil_pH_H2O_005cm,SG_Depth_to_bedrock,isric-soil-proportion-of-sand,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Slope,MODIS_NPP,HumanModification,biomes,HyphalLength_m_cm3_final,log_hyphal_density,location_id
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,1.907323944,1.0672330512127397,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,1.907323944,1.0672330512127397,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,1.927323944,1.0740886759964474,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,1.949577465,1.081661927889627,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,1.971830986,1.0891782564631871,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,1.986690141,1.0941657979976633,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,1.994084507,1.0966385110500079,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.001478873,1.0991051248710617,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.00915493,1.1016592851891351,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.023732394,1.1064919603538383,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.031126761,1.1089344187122236,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.031126761,1.1089344187122236,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.060774648,1.118668036867667,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.060774648,1.118668036867667,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.075633803,1.1235109948164927,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.112676056,1.13548282436784,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.134929577,1.1426067103557023,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.14971831,1.147313023442027,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.14971831,1.147313023442027,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.151690141,1.1479388616430237,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.164577465,1.1520195443142367,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.164577465,1.1520195443142367,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.171971831,1.1543534232161456,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.222957746,1.1702994926015353,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.223873239,1.1705835059433722,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.238661972,1.1751602729030424,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.238661972,1.1751602729030424,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.253521127,1.1797378335540711,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.263732394,1.182871446608379,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.268380282,1.18429453558891,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.268380282,1.18429453558891,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.29056338,1.191058790238945,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.29056338,1.191058790238945,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.298028169,1.1933247653380445,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.30443662,1.1952659958382452,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.327676056,1.2022741792789122,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.327676056,1.2022741792789122,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.335,1.204472679367587,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.335,1.204472679367587,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.355352113,1.2105567166304592,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.355352113,1.2105567166304592,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.355352113,1.2105567166304592,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.36471831,1.2133442478541836,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.372112676,1.2155394547652014,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.386971831,1.2199362570015222,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.396056338,1.2226148578285754,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.396056338,1.2226148578285754,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.401760563,1.2242931102504682,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.406267606,1.2256171481500042,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.436760563,1.2345293309079874,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.446267606,1.2372917920842055,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.446971831,1.2374961154676847,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.461056338,1.2415738424750713,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.468521127,1.2437283149303335,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.477535211,1.2463237701416259,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.538591549,1.2637287804612791,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.538591549,1.2637287804612791,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.574225352,1.2737484679111928,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.59971831,1.2808555951783684,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.62415493,1.2876211383706833,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.630211268,1.2892908471341373,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.639014085,1.2917127891913698,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.639014085,1.2917127891913698,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.640422535,1.2920997559557224,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.646408451,1.2937426971349428,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.661197183,1.2977901931083289,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.683450704,1.3038500041273295,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.698309859,1.3078759204227568,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.713098592,1.3118667280339027,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.721901408,1.3142346688848026,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.803309859,1.3358717031447591,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.803309859,1.3358717031447591,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.854225352,1.3491700405193772,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.868802817,1.3529451095708258,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.874577465,1.3544366155695542,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.898450704,1.3605792188241617,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.913239437,1.3643655314916814,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.950352113,1.3738047174717167,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.994788732,1.3849906947159976,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,2.994788732,1.3849906947159976,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.017112676,1.3905634047721565,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.022253521,1.391842322929319,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.032394366,1.3943603350138543,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.042605634,1.3968894429873364,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.068028169,1.403158402695279,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.068028169,1.403158402695279,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.068028169,1.403158402695279,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.098591549,1.4106433900580122,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.190211268,1.4327511546199427,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.209788732,1.4374124640123072,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.302253521,1.4591389600715203,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.332746479,1.4662016316991608,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.332746479,1.4662016316991608,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.383661972,1.4778844417459693,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.404014085,1.482516417084202,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.404014085,1.482516417084202,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.454929577,1.4940112531659564,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.526197183,1.509882112987929,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.541478873,1.5132527019620818,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.597464789,1.5255050187394414,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.750211268,1.5581890945311405,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.760422535,1.5603364321608384,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.790915493,1.5667215190478636,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.801126761,1.5688506322412823,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.852042254,1.5793996996176682,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.882605634,1.5856790187625134,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.913098592,1.5919048205609794,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.913098592,1.5919048205609794,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,3.923309859,1.5939810398881857,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,4.025140845,1.6144534824080599,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,4.025140845,1.6144534824080599,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,4.076056338,1.624534648687318,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,4.096408451,1.6285360663530524,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,4.106549296,1.6305238915681932,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,4.147323944,1.6384769571008035,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,4.381478873,1.6829632198574065,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,4.432394366,1.6923799881365689,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,4.59528169,1.7219236872346932,44.3_86.37
44.3,86.37,83.5,213.5715485,325.5167236,35.49832153,21.50014496,84.46639252,200.0,505.0,449.0,0.223090529,1995.967163,0.679553509,13.0,4.635985915,1.729172094920465,44.3_86.37
43.86,87.0,70.58350372,310.9242859,278.6005249,49.58656693,32.06658173,81.22851563,198.5882416,599.0,985.5,5.397688866,1092.571777,0.222410902,10.0,3.3643,1.473457809879356,43.86_87.0
43.86,87.0,70.58350372,310.9242859,278.6005249,49.58656693,32.06658173,81.22851563,198.5882416,599.0,985.5,5.397688866,1092.571777,0.222410902,10.0,3.6857,1.5445153175496493,43.86_87.0
43.86,87.0,70.58350372,310.9242859,278.6005249,49.58656693,32.06658173,81.22851563,198.5882416,599.0,985.5,5.397688866,1092.571777,0.222410902,10.0,4.1395,1.6369557984708396,43.86_87.0
43.86,87.0,70.58350372,310.9242859,278.6005249,49.58656693,32.06658173,81.22851563,198.5882416,599.0,985.5,5.397688866,1092.571777,0.222410902,10.0,4.3071,1.669045546705728,43.86_87.0
43.86,87.0,70.58350372,310.9242859,278.6005249,49.58656693,32.06658173,81.22851563,198.5882416,599.0,985.5,5.397688866,1092.571777,0.222410902,10.0,4.3971,1.6858617722771525,43.86_87.0
43.86,87.0,70.58350372,310.9242859,278.6005249,49.58656693,32.06658173,81.22851563,198.5882416,599.0,985.5,5.397688866,1092.571777,0.222410902,10.0,4.5116,1.706854962137611,43.86_87.0
43.86,87.0,70.58350372,310.9242859,278.6005249,49.58656693,32.06658173,81.22851563,198.5882416,599.0,985.5,5.397688866,1092.571777,0.222410902,10.0,4.5116,1.706854962137611,43.86_87.0
43.86,87.0,70.58350372,310.9242859,278.6005249,49.58656693,32.06658173,81.22851563,198.5882416,599.0,985.5,5.397688866,1092.571777,0.222410902,10.0,4.6787,1.7367223332981465,43.86_87.0
43.86,87.0,70.58350372,310.9242859,278.6005249,49.58656693,32.06658173,81.22851563,198.5882416,599.0,985.5,5.397688866,1092.571777,0.222410902,10.0,4.7176,1.743549136923632,43.86_87.0
43.86,87.0,70.58350372,310.9242859,278.6005249,49.58656693,32.06658173,81.22851563,198.5882416,599.0,985.5,5.397688866,1092.571777,0.222410902,10.0,4.8,1.7578579175523736,43.86_87.0
43.86,87.0,70.58350372,310.9242859,278.6005249,49.58656693,32.06658173,81.22851563,198.5882416,599.0,985.5,5.397688866,1092.571777,0.222410902,10.0,4.8605,1.768234924181098,43.86_87.0
43.86,87.0,70.58350372,310.9242859,278.6005249,49.58656693,32.06658173,81.22851563,198.5882416,599.0,985.5,5.397688866,1092.571777,0.222410902,10.0,4.9176,1.7779309612915208,43.86_87.0
43.86,87.0,70.58350372,310.9242859,278.6005249,49.58656693,32.06658173,81.22851563,198.5882416,599.0,985.5,5.397688866,1092.571777,0.222410902,10.0,4.9647,1.7858587609070864,43.86_87.0
43.86,87.0,70.58350372,310.9242859,278.6005249,49.58656693,32.06658173,81.22851563,198.5882416,599.0,985.5,5.397688866,1092.571777,0.222410902,10.0,5.1412,1.815020162802607,43.86_87.0
43.86,87.0,70.58350372,310.9242859,278.6005249,49.58656693,32.06658173,81.22851563,198.5882416,599.0,985.5,5.397688866,1092.571777,0.222410902,10.0,5.1986,1.8243234601013176,43.86_87.0
43.86,87.0,70.58350372,310.9242859,278.6005249,49.58656693,32.06658173,81.22851563,198.5882416,599.0,985.5,5.397688866,1092.571777,0.222410902,10.0,5.6751,1.8983841854475032,43.86_87.0
43.86,87.0,70.58350372,310.9242859,278.6005249,49.58656693,32.06658173,81.22851563,198.5882416,599.0,985.5,5.397688866,1092.571777,0.222410902,10.0,6.358,1.9957881566825826,43.86_87.0
43.86,87.0,70.58350372,310.9242859,278.6005249,49.58656693,32.06658173,81.22851563,198.5882416,599.0,985.5,5.397688866,1092.571777,0.222410902,10.0,6.3764,1.998285714718827,43.86_87.0
43.86,87.0,70.58350372,310.9242859,278.6005249,49.58656693,32.06658173,81.22851563,198.5882416,599.0,985.5,5.397688866,1092.571777,0.222410902,10.0,6.5535,2.0220110320016427,43.86_87.0
